id,masv,hoten,sdt,diachi,lop,ma_nganh,ngay_sinh,gioi_tinh,ghi_chu
1344,SV01344,Sinh viên 1344,0928712447,Hạ Long 1344,KT4,KT,08/08/2005,Nam,
1345,SV01345,Sinh viên 1345,0967027266,Hạ Long 1345,CNTT2,CNTT,18/10/2002,Nam,
1346,SV01346,Sinh viên 1346,0918392052,Hạ Long 1346,QTKD2,QTKD,26/02/2002,Nam,
1347,SV01347,Sinh viên 1347,0940309986,Hạ Long 1347,NN4,NN,01/04/2004,Nữ,
1348,SV01348,Sinh viên 1348,0949564339,Hạ Long 1348,NN5,NN,03/09/2000,Nữ,
1349,SV01349,Sinh viên 1349,0967877493,Hạ Long 1349,NN3,NN,19/05/2005,Nữ,
1350,SV01350,Sinh viên 1350,0922455498,Hạ Long 1350,QTKD4,QTKD,19/03/2001,Nữ,
1351,SV01351,Sinh viên 1351,0910162363,Hạ Long 1351,QTKD1,QTKD,21/11/2000,Nữ,
1352,SV01352,Sinh viên 1352,0956187544,Hạ Long 1352,QTKD4,QTKD,17/02/2000,Nam,
1353,SV01353,Sinh viên 1353,0999031413,Hạ Long 1353,KT2,KT,17/11/2003,Nam,
1354,SV01354,Sinh viên 1354,0964587753,Hạ Long 1354,NN4,NN,07/12/2002,Nữ,
1355,SV01355,Sinh viên 1355,0916393855,Hạ Long 1355,CNTT2,CNTT,22/10/2001,Nam,
1356,SV01356,Sinh viên 1356,0967773989,Hạ Long 1356,KT5,KT,21/05/2001,Nữ,
1357,SV01357,Sinh viên 1357,0947292286,Hạ Long 1357,CNTT2,CNTT,08/03/2002,Nữ,
1358,SV01358,Sinh viên 1358,0945237866,Hạ Long 1358,QTKD5,QTKD,11/10/2000,Nữ,
1359,SV01359,Sinh viên 1359,0931728133,Hạ Long 1359,CNTT2,CNTT,21/04/2000,Nam,
1360,SV01360,Sinh viên 1360,0937529026,Hạ Long 1360,NN2,NN,21/01/2003,Nữ,
1361,SV01361,Sinh viên 1361,0952322212,Hạ Long 1361,CNTT2,CNTT,13/07/2000,Nam,
1362,SV01362,Sinh viên 1362,0992914457,Hạ Long 1362,DL2,DL,10/06/2002,Nữ,
1363,SV01363,Sinh viên 1363,0999693944,Hạ Long 1363,QTKD5,QTKD,13/03/2002,Nữ,
1364,SV01364,Sinh viên 1364,0942501768,Hạ Long 1364,QTKD5,QTKD,25/04/2002,Nữ,
1365,SV01365,Sinh viên 1365,0968226697,Hạ Long 1365,QTKD5,QTKD,12/05/2000,Nam,
1366,SV01366,Sinh viên 1366,0917807902,Hạ Long 1366,DL4,DL,02/06/2004,Nữ,
1367,SV01367,Sinh viên 1367,0964606600,Hạ Long 1367,NN4,NN,07/03/2005,Nữ,
1368,SV01368,Sinh viên 1368,0995134458,Hạ Long 1368,CNTT4,CNTT,04/02/2000,Nam,
1369,SV01369,Sinh viên 1369,0931059982,Hạ Long 1369,KT1,KT,26/10/2002,Nam,
1370,SV01370,Sinh viên 1370,0911438456,Hạ Long 1370,QTKD1,QTKD,01/11/2001,Nam,
1371,SV01371,Sinh viên 1371,0929132027,Hạ Long 1371,CNTT4,CNTT,14/12/2004,Nam,
1372,SV01372,Sinh viên 1372,0950698760,Hạ Long 1372,CNTT1,CNTT,08/05/2002,Nam,
1373,SV01373,Sinh viên 1373,0951942938,Hạ Long 1373,DL5,DL,04/09/2005,Nữ,
1374,SV01374,Sinh viên 1374,0948485064,Hạ Long 1374,NN3,NN,19/06/2004,Nữ,
1375,SV01375,Sinh viên 1375,0964630901,Hạ Long 1375,CNTT1,CNTT,21/12/2002,Nữ,
1376,SV01376,Sinh viên 1376,0910910994,Hạ Long 1376,QTKD2,QTKD,28/09/2003,Nam,
1377,SV01377,Sinh viên 1377,0949488086,Hạ Long 1377,QTKD2,QTKD,13/02/2004,Nữ,
1378,SV01378,Sinh viên 1378,0916510974,Hạ Long 1378,DL1,DL,20/01/2003,Nam,
1379,SV01379,Sinh viên 1379,0991593368,Hạ Long 1379,NN4,NN,22/02/2001,Nữ,
1380,SV01380,Sinh viên 1380,0928406404,Hạ Long 1380,DL2,DL,23/09/2002,Nữ,
1381,SV01381,Sinh viên 1381,0984961955,Hạ Long 1381,DL1,DL,22/02/2004,Nữ,
1382,SV01382,Sinh viên 1382,0934494922,Hạ Long 1382,NN1,NN,12/09/2001,Nữ,
1383,SV01383,Sinh viên 1383,0997838455,Hạ Long 1383,QTKD3,QTKD,23/07/2005,Nam,
1384,SV01384,Sinh viên 1384,0961498680,Hạ Long 1384,DL4,DL,25/12/2005,Nữ,
1385,SV01385,Sinh viên 1385,0913689495,Hạ Long 1385,DL1,DL,10/11/2001,Nam,
1386,SV01386,Sinh viên 1386,0934474918,Hạ Long 1386,QTKD3,QTKD,16/07/2002,Nữ,
1387,SV01387,Sinh viên 1387,0913871857,Hạ Long 1387,DL5,DL,24/06/2003,Nữ,
1388,SV01388,Sinh viên 1388,0962207383,Hạ Long 1388,QTKD3,QTKD,17/02/2005,Nữ,
1389,SV01389,Sinh viên 1389,0949615666,Hạ Long 1389,CNTT5,CNTT,05/01/2002,Nam,
1390,SV01390,Sinh viên 1390,0930481570,Hạ Long 1390,DL3,DL,07/01/2003,Nữ,
1391,SV01391,Sinh viên 1391,0973699571,Hạ Long 1391,QTKD2,QTKD,28/03/2004,Nữ,
1392,SV01392,Sinh viên 1392,0973742351,Hạ Long 1392,QTKD4,QTKD,22/08/2000,Nữ,
1393,SV01393,Sinh viên 1393,0958985119,Hạ Long 1393,CNTT1,CNTT,23/06/2003,Nam,
1394,SV01394,Sinh viên 1394,0949790110,Hạ Long 1394,KT1,KT,13/04/2001,Nữ,
1395,SV01395,Sinh viên 1395,0986853384,Hạ Long 1395,KT2,KT,14/07/2005,Nữ,
1396,SV01396,Sinh viên 1396,0955438986,Hạ Long 1396,CNTT3,CNTT,15/11/2004,Nam,
1397,SV01397,Sinh viên 1397,0930269008,Hạ Long 1397,NN3,NN,12/11/2000,Nữ,
1398,SV01398,Sinh viên 1398,0974042494,Hạ Long 1398,DL5,DL,04/08/2003,Nữ,
1399,SV01399,Sinh viên 1399,0930722859,Hạ Long 1399,CNTT1,CNTT,17/02/2001,Nữ,
1400,SV01400,Sinh viên 1400,0978343802,Hạ Long 1400,CNTT3,CNTT,18/07/2000,Nam,
1401,SV01401,Sinh viên 1401,0915961086,Hạ Long 1401,KT3,KT,05/06/2002,Nam,
1402,SV01402,Sinh viên 1402,0963054909,Hạ Long 1402,DL2,DL,24/07/2003,Nam,
1403,SV01403,Sinh viên 1403,0972795981,Hạ Long 1403,DL3,DL,10/10/2001,Nữ,
1404,SV01404,Sinh viên 1404,0956768505,Hạ Long 1404,KT4,KT,14/06/2001,Nữ,
1405,SV01405,Sinh viên 1405,0925120289,Hạ Long 1405,DL3,DL,16/05/2003,Nữ,
1406,SV01406,Sinh viên 1406,0928261160,Hạ Long 1406,KT2,KT,03/08/2005,Nữ,
1407,SV01407,Sinh viên 1407,0932920419,Hạ Long 1407,KT3,KT,11/09/2005,Nam,
1408,SV01408,Sinh viên 1408,0961560438,Hạ Long 1408,NN4,NN,26/07/2005,Nam,
1409,SV01409,Sinh viên 1409,0968022240,Hạ Long 1409,CNTT5,CNTT,13/07/2005,Nữ,
1410,SV01410,Sinh viên 1410,0933451793,Hạ Long 1410,CNTT4,CNTT,10/02/2002,Nam,
1411,SV01411,Sinh viên 1411,0959650482,Hạ Long 1411,KT2,KT,06/07/2001,Nam,
1412,SV01412,Sinh viên 1412,0913680457,Hạ Long 1412,CNTT1,CNTT,19/04/2004,Nam,
1413,SV01413,Sinh viên 1413,0914440608,Hạ Long 1413,DL1,DL,07/03/2004,Nữ,
1414,SV01414,Sinh viên 1414,0938299526,Hạ Long 1414,QTKD3,QTKD,08/10/2001,Nam,
1415,SV01415,Sinh viên 1415,0931001407,Hạ Long 1415,QTKD1,QTKD,22/01/2003,Nam,
1416,SV01416,Sinh viên 1416,0950893506,Hạ Long 1416,CNTT4,CNTT,24/02/2005,Nữ,
1417,SV01417,Sinh viên 1417,0947787818,Hạ Long 1417,NN1,NN,14/07/2000,Nữ,
1418,SV01418,Sinh viên 1418,0952181522,Hạ Long 1418,KT5,KT,02/03/2000,Nam,
1419,SV01419,Sinh viên 1419,0958133154,Hạ Long 1419,CNTT4,CNTT,01/09/2004,Nam,
1420,SV01420,Sinh viên 1420,0928346306,Hạ Long 1420,QTKD5,QTKD,17/04/2003,Nữ,
1421,SV01421,Sinh viên 1421,0923293174,Hạ Long 1421,KT2,KT,04/03/2004,Nam,
1422,SV01422,Sinh viên 1422,0981392522,Hạ Long 1422,QTKD3,QTKD,07/01/2005,Nữ,
1423,SV01423,Sinh viên 1423,0955553926,Hạ Long 1423,QTKD2,QTKD,10/07/2004,Nữ,
1424,SV01424,Sinh viên 1424,0934172649,Hạ Long 1424,CNTT5,CNTT,25/03/2004,Nam,
1425,SV01425,Sinh viên 1425,0957480063,Hạ Long 1425,CNTT1,CNTT,02/08/2000,Nữ,
1426,SV01426,Sinh viên 1426,0927107796,Hạ Long 1426,CNTT5,CNTT,10/11/2005,Nam,
1427,SV01427,Sinh viên 1427,0997101043,Hạ Long 1427,NN1,NN,10/02/2004,Nữ,
1428,SV01428,Sinh viên 1428,0986308070,Hạ Long 1428,KT1,KT,06/11/2000,Nam,
1429,SV01429,Sinh viên 1429,0985918973,Hạ Long 1429,DL1,DL,02/10/2005,Nam,
1430,SV01430,Sinh viên 1430,0983751017,Hạ Long 1430,NN2,NN,12/04/2004,Nam,
1431,SV01431,Sinh viên 1431,0941789258,Hạ Long 1431,NN1,NN,05/07/2003,Nam,
1432,SV01432,Sinh viên 1432,0978731876,Hạ Long 1432,CNTT1,CNTT,20/08/2000,Nam,
1433,SV01433,Sinh viên 1433,0975861769,Hạ Long 1433,KT5,KT,09/12/2005,Nam,
1434,SV01434,Sinh viên 1434,0974038430,Hạ Long 1434,QTKD2,QTKD,23/03/2005,Nữ,
1435,SV01435,Sinh viên 1435,0962860194,Hạ Long 1435,NN2,NN,07/08/2002,Nữ,
1436,SV01436,Sinh viên 1436,0968077890,Hạ Long 1436,NN1,NN,01/08/2004,Nữ,
1437,SV01437,Sinh viên 1437,0948227968,Hạ Long 1437,KT2,KT,02/11/2005,Nam,
1438,SV01438,Sinh viên 1438,0952599175,Hạ Long 1438,DL4,DL,13/01/2004,Nữ,
1439,SV01439,Sinh viên 1439,0997025627,Hạ Long 1439,DL3,DL,09/01/2003,Nam,
1440,SV01440,Sinh viên 1440,0929247611,Hạ Long 1440,QTKD2,QTKD,07/09/2005,Nữ,
1441,SV01441,Sinh viên 1441,0940082358,Hạ Long 1441,QTKD1,QTKD,24/03/2003,Nữ,
1442,SV01442,Sinh viên 1442,0921752681,Hạ Long 1442,DL1,DL,06/08/2004,Nam,
1443,SV01443,Sinh viên 1443,0918884421,Hạ Long 1443,NN4,NN,06/03/2005,Nam,
1444,SV01444,Sinh viên 1444,0936840331,Hạ Long 1444,KT4,KT,27/11/2005,Nam,
1445,SV01445,Sinh viên 1445,0982692457,Hạ Long 1445,QTKD3,QTKD,22/03/2002,Nam,
1446,SV01446,Sinh viên 1446,0948540621,Hạ Long 1446,CNTT4,CNTT,15/02/2001,Nữ,
1447,SV01447,Sinh viên 1447,0980727801,Hạ Long 1447,KT1,KT,16/10/2003,Nam,
1448,SV01448,Sinh viên 1448,0919226712,Hạ Long 1448,QTKD1,QTKD,24/04/2001,Nam,
1449,SV01449,Sinh viên 1449,0976080566,Hạ Long 1449,CNTT4,CNTT,02/07/2003,Nữ,
1450,SV01450,Sinh viên 1450,0956603374,Hạ Long 1450,DL5,DL,04/11/2001,Nam,
1451,SV01451,Sinh viên 1451,0960055993,Hạ Long 1451,QTKD2,QTKD,02/01/2005,Nữ,
1452,SV01452,Sinh viên 1452,0970747967,Hạ Long 1452,NN4,NN,10/02/2003,Nam,
1453,SV01453,Sinh viên 1453,0971026069,Hạ Long 1453,NN3,NN,10/07/2002,Nữ,
1454,SV01454,Sinh viên 1454,0975664396,Hạ Long 1454,NN3,NN,13/11/2004,Nữ,
1455,SV01455,Sinh viên 1455,0978490282,Hạ Long 1455,DL4,DL,25/03/2003,Nam,
1456,SV01456,Sinh viên 1456,0956051323,Hạ Long 1456,DL5,DL,19/04/2004,Nam,
1457,SV01457,Sinh viên 1457,0937056350,Hạ Long 1457,QTKD3,QTKD,08/07/2001,Nam,
1458,SV01458,Sinh viên 1458,0954649741,Hạ Long 1458,KT5,KT,13/11/2005,Nam,
1459,SV01459,Sinh viên 1459,0994747350,Hạ Long 1459,QTKD5,QTKD,06/10/2005,Nam,
1460,SV01460,Sinh viên 1460,0963445179,Hạ Long 1460,QTKD3,QTKD,20/06/2003,Nam,
1461,SV01461,Sinh viên 1461,0949034743,Hạ Long 1461,NN4,NN,17/06/2004,Nữ,
1462,SV01462,Sinh viên 1462,0994092123,Hạ Long 1462,KT1,KT,24/09/2004,Nữ,
1463,SV01463,Sinh viên 1463,0932315385,Hạ Long 1463,KT2,KT,10/09/2001,Nam,
1464,SV01464,Sinh viên 1464,0991341798,Hạ Long 1464,DL5,DL,09/02/2005,Nữ,
1465,SV01465,Sinh viên 1465,0974747341,Hạ Long 1465,DL3,DL,09/02/2002,Nữ,
1466,SV01466,Sinh viên 1466,0982524919,Hạ Long 1466,CNTT4,CNTT,14/10/2003,Nữ,
1467,SV01467,Sinh viên 1467,0999497554,Hạ Long 1467,CNTT5,CNTT,25/02/2000,Nữ,
1468,SV01468,Sinh viên 1468,0992829759,Hạ Long 1468,NN3,NN,16/06/2005,Nữ,
1469,SV01469,Sinh viên 1469,0934784889,Hạ Long 1469,QTKD5,QTKD,02/02/2004,Nữ,
1470,SV01470,Sinh viên 1470,0999785198,Hạ Long 1470,KT2,KT,09/12/2000,Nam,
1471,SV01471,Sinh viên 1471,0977867858,Hạ Long 1471,CNTT1,CNTT,13/08/2000,Nam,
1472,SV01472,Sinh viên 1472,0929709185,Hạ Long 1472,NN2,NN,19/10/2004,Nam,
1473,SV01473,Sinh viên 1473,0996268246,Hạ Long 1473,CNTT3,CNTT,16/07/2000,Nữ,
1474,SV01474,Sinh viên 1474,0972734315,Hạ Long 1474,KT3,KT,20/02/2003,Nữ,
1475,SV01475,Sinh viên 1475,0990394185,Hạ Long 1475,DL3,DL,05/09/2002,Nữ,
1476,SV01476,Sinh viên 1476,0915987324,Hạ Long 1476,DL4,DL,05/03/2005,Nam,
1477,SV01477,Sinh viên 1477,0919365003,Hạ Long 1477,KT2,KT,14/11/2001,Nữ,
1478,SV01478,Sinh viên 1478,0944092713,Hạ Long 1478,CNTT2,CNTT,02/12/2004,Nữ,
1479,SV01479,Sinh viên 1479,0984933163,Hạ Long 1479,KT4,KT,13/05/2000,Nam,
1480,SV01480,Sinh viên 1480,0962497764,Hạ Long 1480,DL4,DL,10/07/2005,Nữ,
1481,SV01481,Sinh viên 1481,0959924140,Hạ Long 1481,KT1,KT,14/09/2001,Nữ,
1482,SV01482,Sinh viên 1482,0932946584,Hạ Long 1482,DL5,DL,21/10/2002,Nam,
1483,SV01483,Sinh viên 1483,0942069103,Hạ Long 1483,KT4,KT,12/04/2005,Nữ,
1484,SV01484,Sinh viên 1484,0944409781,Hạ Long 1484,DL5,DL,01/06/2001,Nữ,
1485,SV01485,Sinh viên 1485,0971185908,Hạ Long 1485,CNTT4,CNTT,14/05/2001,Nam,
1486,SV01486,Sinh viên 1486,0971078432,Hạ Long 1486,NN3,NN,12/04/2005,Nam,
1487,SV01487,Sinh viên 1487,0970160044,Hạ Long 1487,KT5,KT,05/01/2003,Nam,
1488,SV01488,Sinh viên 1488,0957207190,Hạ Long 1488,DL4,DL,24/03/2002,Nữ,
1489,SV01489,Sinh viên 1489,0985267379,Hạ Long 1489,KT1,KT,24/01/2003,Nữ,
1490,SV01490,Sinh viên 1490,0936855098,Hạ Long 1490,DL5,DL,23/10/2001,Nam,
1491,SV01491,Sinh viên 1491,0984022733,Hạ Long 1491,CNTT4,CNTT,24/10/2003,Nữ,
1492,SV01492,Sinh viên 1492,0984835272,Hạ Long 1492,QTKD1,QTKD,19/02/2004,Nam,
1493,SV01493,Sinh viên 1493,0966985178,Hạ Long 1493,CNTT4,CNTT,14/11/2000,Nữ,
1494,SV01494,Sinh viên 1494,0941564204,Hạ Long 1494,DL4,DL,09/04/2001,Nữ,
1495,SV01495,Sinh viên 1495,0966599554,Hạ Long 1495,DL1,DL,17/04/2004,Nam,
1496,SV01496,Sinh viên 1496,0945519296,Hạ Long 1496,QTKD2,QTKD,18/06/2004,Nữ,
1497,SV01497,Sinh viên 1497,0940017465,Hạ Long 1497,NN3,NN,26/02/2001,Nữ,
1498,SV01498,Sinh viên 1498,0975287538,Hạ Long 1498,QTKD2,QTKD,13/11/2005,Nam,
1499,SV01499,Sinh viên 1499,0991729663,Hạ Long 1499,KT4,KT,11/04/2005,Nam,
1500,SV01500,Sinh viên 1500,0977935505,Hạ Long 1500,DL2,DL,19/02/2002,Nam,
1501,SV01501,Sinh viên 1501,0960501381,Hạ Long 1501,NN4,NN,26/12/2002,Nam,
1502,SV01502,Sinh viên 1502,0912865409,Hạ Long 1502,QTKD3,QTKD,23/12/2004,Nam,
1503,SV01503,Sinh viên 1503,0943948284,Hạ Long 1503,QTKD3,QTKD,19/08/2005,Nữ,
1504,SV01504,Sinh viên 1504,0955825593,Hạ Long 1504,DL1,DL,14/10/2004,Nữ,
1505,SV01505,Sinh viên 1505,0997564687,Hạ Long 1505,KT2,KT,11/07/2001,Nam,
1506,SV01506,Sinh viên 1506,0913824240,Hạ Long 1506,QTKD4,QTKD,14/03/2003,Nam,
1507,SV01507,Sinh viên 1507,0911254722,Hạ Long 1507,KT3,KT,15/07/2004,Nam,
1508,SV01508,Sinh viên 1508,0922634935,Hạ Long 1508,KT1,KT,01/11/2002,Nữ,
1509,SV01509,Sinh viên 1509,0976233753,Hạ Long 1509,DL2,DL,23/12/2005,Nam,
1510,SV01510,Sinh viên 1510,0988298279,Hạ Long 1510,DL5,DL,01/09/2001,Nữ,
1511,SV01511,Sinh viên 1511,0995299014,Hạ Long 1511,CNTT5,CNTT,09/04/2005,Nam,
1512,SV01512,Sinh viên 1512,0911969021,Hạ Long 1512,DL1,DL,09/05/2003,Nữ,
1513,SV01513,Sinh viên 1513,0955182772,Hạ Long 1513,CNTT5,CNTT,08/03/2001,Nữ,
1514,SV01514,Sinh viên 1514,0970309408,Hạ Long 1514,NN1,NN,02/08/2003,Nam,
1515,SV01515,Sinh viên 1515,0969156837,Hạ Long 1515,DL2,DL,14/10/2005,Nam,
1516,SV01516,Sinh viên 1516,0937042099,Hạ Long 1516,QTKD3,QTKD,18/05/2003,Nữ,
1517,SV01517,Sinh viên 1517,0928211257,Hạ Long 1517,CNTT2,CNTT,24/12/2001,Nam,
1518,SV01518,Sinh viên 1518,0935421451,Hạ Long 1518,CNTT5,CNTT,26/11/2004,Nữ,
1519,SV01519,Sinh viên 1519,0947166391,Hạ Long 1519,QTKD4,QTKD,15/04/2000,Nữ,
1520,SV01520,Sinh viên 1520,0925371062,Hạ Long 1520,KT2,KT,28/08/2000,Nam,
1521,SV01521,Sinh viên 1521,0931451756,Hạ Long 1521,KT3,KT,09/10/2001,Nữ,
1522,SV01522,Sinh viên 1522,0963886024,Hạ Long 1522,KT3,KT,05/10/2000,Nam,
1523,SV01523,Sinh viên 1523,0979279900,Hạ Long 1523,CNTT4,CNTT,07/05/2002,Nữ,
1524,SV01524,Sinh viên 1524,0929177180,Hạ Long 1524,DL5,DL,11/12/2000,Nữ,
1525,SV01525,Sinh viên 1525,0945602633,Hạ Long 1525,NN4,NN,13/12/2003,Nữ,
1526,SV01526,Sinh viên 1526,0960870334,Hạ Long 1526,DL1,DL,21/04/2005,Nữ,
1527,SV01527,Sinh viên 1527,0911136636,Hạ Long 1527,QTKD1,QTKD,19/02/2000,Nữ,
1528,SV01528,Sinh viên 1528,0925875836,Hạ Long 1528,KT2,KT,06/11/2003,Nam,
1529,SV01529,Sinh viên 1529,0943695160,Hạ Long 1529,KT1,KT,15/07/2002,Nam,
1530,SV01530,Sinh viên 1530,0988601413,Hạ Long 1530,CNTT1,CNTT,28/08/2003,Nữ,
1531,SV01531,Sinh viên 1531,0968544197,Hạ Long 1531,DL4,DL,06/07/2002,Nam,
1532,SV01532,Sinh viên 1532,0977971956,Hạ Long 1532,CNTT2,CNTT,22/06/2005,Nam,
1533,SV01533,Sinh viên 1533,0974061426,Hạ Long 1533,DL1,DL,12/09/2004,Nữ,
1534,SV01534,Sinh viên 1534,0986569943,Hạ Long 1534,KT3,KT,09/10/2003,Nam,
1535,SV01535,Sinh viên 1535,0976947948,Hạ Long 1535,KT3,KT,17/08/2000,Nam,
1536,SV01536,Sinh viên 1536,0952854166,Hạ Long 1536,DL5,DL,28/06/2002,Nam,
1537,SV01537,Sinh viên 1537,0968137510,Hạ Long 1537,KT2,KT,27/11/2005,Nam,
1538,SV01538,Sinh viên 1538,0948302276,Hạ Long 1538,KT1,KT,21/03/2003,Nam,
1539,SV01539,Sinh viên 1539,0941414601,Hạ Long 1539,QTKD3,QTKD,14/08/2005,Nam,
1540,SV01540,Sinh viên 1540,0919910146,Hạ Long 1540,KT5,KT,10/06/2001,Nam,
1541,SV01541,Sinh viên 1541,0943769701,Hạ Long 1541,DL5,DL,27/07/2002,Nam,
1542,SV01542,Sinh viên 1542,0986737211,Hạ Long 1542,DL2,DL,05/03/2004,Nam,
1543,SV01543,Sinh viên 1543,0931204483,Hạ Long 1543,QTKD3,QTKD,18/05/2004,Nữ,
1544,SV01544,Sinh viên 1544,0972882045,Hạ Long 1544,CNTT2,CNTT,12/12/2005,Nữ,
1545,SV01545,Sinh viên 1545,0979005284,Hạ Long 1545,CNTT5,CNTT,15/11/2005,Nam,
1546,SV01546,Sinh viên 1546,0995343776,Hạ Long 1546,DL4,DL,02/08/2001,Nữ,
1547,SV01547,Sinh viên 1547,0991103465,Hạ Long 1547,KT2,KT,22/01/2003,Nam,
1548,SV01548,Sinh viên 1548,0988216881,Hạ Long 1548,CNTT2,CNTT,03/06/2005,Nữ,
1549,SV01549,Sinh viên 1549,0942560767,Hạ Long 1549,CNTT1,CNTT,21/02/2000,Nữ,
1550,SV01550,Sinh viên 1550,0957427772,Hạ Long 1550,QTKD5,QTKD,11/07/2004,Nam,
1551,SV01551,Sinh viên 1551,0982721118,Hạ Long 1551,KT5,KT,19/10/2002,Nữ,
1552,SV01552,Sinh viên 1552,0944014597,Hạ Long 1552,QTKD3,QTKD,20/06/2000,Nam,
1553,SV01553,Sinh viên 1553,0954759455,Hạ Long 1553,QTKD3,QTKD,15/10/2001,Nữ,
1554,SV01554,Sinh viên 1554,0982110656,Hạ Long 1554,QTKD5,QTKD,14/03/2003,Nam,
1555,SV01555,Sinh viên 1555,0951529656,Hạ Long 1555,KT1,KT,17/12/2003,Nữ,
1556,SV01556,Sinh viên 1556,0992708355,Hạ Long 1556,KT1,KT,18/08/2004,Nam,
1557,SV01557,Sinh viên 1557,0952150594,Hạ Long 1557,NN5,NN,22/03/2004,Nam,
1558,SV01558,Sinh viên 1558,0960178057,Hạ Long 1558,KT1,KT,10/02/2005,Nữ,
1559,SV01559,Sinh viên 1559,0962994148,Hạ Long 1559,NN5,NN,06/09/2004,Nữ,
1560,SV01560,Sinh viên 1560,0971945289,Hạ Long 1560,DL4,DL,28/10/2004,Nữ,
1561,SV01561,Sinh viên 1561,0971230308,Hạ Long 1561,QTKD2,QTKD,03/10/2000,Nữ,
1562,SV01562,Sinh viên 1562,0985099095,Hạ Long 1562,KT3,KT,15/04/2005,Nam,
1563,SV01563,Sinh viên 1563,0988866955,Hạ Long 1563,KT3,KT,22/03/2002,Nữ,
1564,SV01564,Sinh viên 1564,0971578416,Hạ Long 1564,DL2,DL,18/04/2003,Nữ,
1565,SV01565,Sinh viên 1565,0993321314,Hạ Long 1565,QTKD1,QTKD,09/11/2000,Nữ,
1566,SV01566,Sinh viên 1566,0946048678,Hạ Long 1566,CNTT3,CNTT,28/09/2001,Nữ,
1567,SV01567,Sinh viên 1567,0990299458,Hạ Long 1567,CNTT4,CNTT,11/09/2003,Nam,
1568,SV01568,Sinh viên 1568,0920995557,Hạ Long 1568,KT4,KT,17/03/2001,Nam,
1569,SV01569,Sinh viên 1569,0989463013,Hạ Long 1569,NN1,NN,14/09/2002,Nữ,
1570,SV01570,Sinh viên 1570,0911282459,Hạ Long 1570,NN5,NN,26/08/2005,Nữ,
1571,SV01571,Sinh viên 1571,0953634788,Hạ Long 1571,DL1,DL,26/11/2005,Nữ,
1572,SV01572,Sinh viên 1572,0959464497,Hạ Long 1572,KT5,KT,06/12/2005,Nữ,
1573,SV01573,Sinh viên 1573,0962437827,Hạ Long 1573,CNTT4,CNTT,14/05/2005,Nam,
1574,SV01574,Sinh viên 1574,0968812887,Hạ Long 1574,KT3,KT,19/08/2004,Nam,
1575,SV01575,Sinh viên 1575,0995874825,Hạ Long 1575,CNTT4,CNTT,08/11/2004,Nữ,
1576,SV01576,Sinh viên 1576,0998521812,Hạ Long 1576,KT5,KT,24/12/2001,Nữ,
1577,SV01577,Sinh viên 1577,0933033906,Hạ Long 1577,DL3,DL,08/01/2004,Nam,
1578,SV01578,Sinh viên 1578,0959275815,Hạ Long 1578,CNTT5,CNTT,22/07/2000,Nữ,
1579,SV01579,Sinh viên 1579,0963514886,Hạ Long 1579,DL5,DL,20/09/2004,Nữ,
1580,SV01580,Sinh viên 1580,0997911311,Hạ Long 1580,NN1,NN,20/11/2000,Nữ,
1581,SV01581,Sinh viên 1581,0982803164,Hạ Long 1581,QTKD3,QTKD,12/11/2005,Nam,
1582,SV01582,Sinh viên 1582,0918892653,Hạ Long 1582,NN5,NN,27/07/2001,Nữ,
1583,SV01583,Sinh viên 1583,0999108699,Hạ Long 1583,KT4,KT,07/02/2000,Nam,
1584,SV01584,Sinh viên 1584,0925974895,Hạ Long 1584,NN3,NN,09/07/2004,Nam,
1585,SV01585,Sinh viên 1585,0933161513,Hạ Long 1585,CNTT4,CNTT,10/11/2001,Nữ,
1586,SV01586,Sinh viên 1586,0941354216,Hạ Long 1586,NN1,NN,09/06/2003,Nữ,
1587,SV01587,Sinh viên 1587,0996437310,Hạ Long 1587,NN3,NN,03/03/2002,Nữ,
1588,SV01588,Sinh viên 1588,0942956391,Hạ Long 1588,CNTT4,CNTT,01/05/2002,Nữ,
1589,SV01589,Sinh viên 1589,0959919539,Hạ Long 1589,CNTT4,CNTT,20/08/2002,Nữ,
1590,SV01590,Sinh viên 1590,0982218186,Hạ Long 1590,NN5,NN,12/01/2002,Nữ,
1591,SV01591,Sinh viên 1591,0939499947,Hạ Long 1591,CNTT4,CNTT,23/04/2001,Nữ,
1592,SV01592,Sinh viên 1592,0912798957,Hạ Long 1592,KT4,KT,09/08/2004,Nam,
1593,SV01593,Sinh viên 1593,0972763200,Hạ Long 1593,DL2,DL,27/02/2002,Nữ,
1594,SV01594,Sinh viên 1594,0976965546,Hạ Long 1594,KT1,KT,13/12/2001,Nam,
1595,SV01595,Sinh viên 1595,0992560123,Hạ Long 1595,DL3,DL,22/11/2000,Nữ,
1596,SV01596,Sinh viên 1596,0981154893,Hạ Long 1596,CNTT3,CNTT,27/06/2001,Nam,
1597,SV01597,Sinh viên 1597,0973739454,Hạ Long 1597,CNTT3,CNTT,05/02/2003,Nam,
1598,SV01598,Sinh viên 1598,0929693130,Hạ Long 1598,DL2,DL,26/12/2001,Nam,
1599,SV01599,Sinh viên 1599,0953864027,Hạ Long 1599,NN1,NN,20/10/2005,Nam,
1600,SV01600,Sinh viên 1600,0999784805,Hạ Long 1600,QTKD4,QTKD,19/01/2005,Nam,
