id,masv,hoten,cc,dk1,dk2,dt,diem_trung_binh,ghi_chu
1154,SV01154,Sinh viên 1154,7.0,8.5,3.9,6.3,6.34,Trung bình
1155,SV01155,Sinh viên 1155,7.3,5.3,8.1,5.7,6.16,Trung bình
1156,SV01156,Sinh viên 1156,9.6,8.1,3.7,7.9,7.47,Khá
1157,SV01157,Sinh viên 1157,9.8,5.2,3.2,8.2,7.16,Khá
1158,SV01158,Sinh viên 1158,7.4,4.4,7.9,6.8,6.67,Khá
1159,SV01159,Sinh viên 1159,6.2,8.0,9.9,2.2,4.62,Yếu
1160,SV01160,Sinh viên 1160,9.2,4.5,8.8,7.6,7.47,Khá
1161,SV01161,Sinh viên 1161,6.9,8.3,4.5,4.5,5.31,Trung bình
1162,SV01162,Sinh viên 1162,6.7,4.8,5.4,3.9,4.54,Yếu
1163,SV01163,Sinh viên 1163,8.5,6.1,5.6,9.7,8.42,Giỏi
1164,SV01164,Sinh viên 1164,8.3,9.4,8.6,5.3,6.71,Khá
1165,SV01165,Sinh viên 1165,9.4,5.1,5.5,5.8,6.01,Trung bình
1166,SV01166,Sinh viên 1166,7.2,5.6,9.4,6.9,7.11,Khá
1167,SV01167,Sinh viên 1167,5.5,5.1,7.6,3.3,4.43,Yếu
1168,SV01168,Sinh viên 1168,5.7,8.1,4.7,8.6,7.65,Khá
1169,SV01169,Sinh viên 1169,7.0,5.1,5.7,8.7,7.54,Khá
1170,SV01170,Sinh viên 1170,6.4,8.7,4.5,4.7,5.44,Trung bình
1171,SV01171,Sinh viên 1171,6.2,4.0,5.8,6.9,6.23,Trung bình
1172,SV01172,Sinh viên 1172,6.8,3.3,4.8,7.9,6.63,Khá
1173,SV01173,Sinh viên 1173,8.6,5.7,5.7,3.3,4.55,Yếu
1174,SV01174,Sinh viên 1174,9.2,7.6,3.9,5.5,5.94,Trung bình
1175,SV01175,Sinh viên 1175,7.3,8.9,7.2,5.8,6.62,Khá
1176,SV01176,Sinh viên 1176,8.9,4.1,6.6,7.2,6.82,Khá
1177,SV01177,Sinh viên 1177,5.6,4.2,7.4,9.2,7.82,Khá
1178,SV01178,Sinh viên 1178,7.6,3.4,6.9,2.2,3.62,Yếu
1179,SV01179,Sinh viên 1179,6.4,5.6,8.6,2.6,4.33,Yếu
1180,SV01180,Sinh viên 1180,9.6,6.0,4.9,2.0,3.79,Yếu
1181,SV01181,Sinh viên 1181,5.5,7.1,7.0,4.2,5.19,Trung bình
1182,SV01182,Sinh viên 1182,8.0,5.0,5.3,2.1,3.61,Yếu
1183,SV01183,Sinh viên 1183,9.3,8.0,5.8,9.6,8.76,Giỏi
1184,SV01184,Sinh viên 1184,9.1,9.4,6.6,4.4,5.95,Trung bình
1185,SV01185,Sinh viên 1185,5.8,4.9,4.1,8.9,7.27,Khá
1186,SV01186,Sinh viên 1186,5.8,3.1,5.4,4.0,4.25,Yếu
1187,SV01187,Sinh viên 1187,6.6,5.5,7.1,6.2,6.27,Trung bình
1188,SV01188,Sinh viên 1188,6.2,3.5,3.3,6.8,5.72,Trung bình
1189,SV01189,Sinh viên 1189,6.2,3.0,3.6,4.8,4.49,Yếu
1190,SV01190,Sinh viên 1190,8.6,6.6,4.4,8.1,7.37,Khá
1191,SV01191,Sinh viên 1191,7.0,6.4,9.7,6.8,7.2,Khá
1192,SV01192,Sinh viên 1192,6.9,8.2,5.3,6.1,6.38,Trung bình
1193,SV01193,Sinh viên 1193,6.8,8.4,4.3,3.5,4.69,Yếu
1194,SV01194,Sinh viên 1194,6.8,3.2,10.0,4.1,5.12,Trung bình
1195,SV01195,Sinh viên 1195,6.6,4.6,5.8,7.7,6.84,Khá
1196,SV01196,Sinh viên 1196,9.6,7.4,3.4,2.8,4.26,Yếu
1197,SV01197,Sinh viên 1197,5.4,5.7,8.0,4.9,5.54,Trung bình
1198,SV01198,Sinh viên 1198,9.4,4.9,8.0,9.1,8.34,Giỏi
1199,SV01199,Sinh viên 1199,7.5,6.9,5.1,3.0,4.35,Yếu
1200,SV01200,Sinh viên 1200,6.7,3.0,3.1,8.7,6.8,Khá
1201,SV01201,Sinh viên 1201,7.2,3.2,5.9,7.6,6.64,Khá
1202,SV01202,Sinh viên 1202,7.2,3.7,6.8,5.5,5.59,Trung bình
1203,SV01203,Sinh viên 1203,6.4,9.9,7.8,9.4,8.93,Giỏi
1204,SV01204,Sinh viên 1204,8.5,4.6,4.3,9.6,7.94,Khá
1205,SV01205,Sinh viên 1205,5.3,7.4,6.3,2.7,4.21,Yếu
1206,SV01206,Sinh viên 1206,5.5,10.0,7.9,6.6,7.19,Khá
1207,SV01207,Sinh viên 1207,7.8,3.3,6.6,5.5,5.56,Trung bình
1208,SV01208,Sinh viên 1208,9.0,9.0,3.7,8.6,7.96,Khá
1209,SV01209,Sinh viên 1209,7.2,7.1,3.6,6.1,5.98,Trung bình
1210,SV01210,Sinh viên 1210,9.0,9.7,3.0,8.8,8.09,Giỏi
1211,SV01211,Sinh viên 1211,7.7,7.3,3.9,7.6,7.01,Khá
1212,SV01212,Sinh viên 1212,6.8,5.3,6.4,9.9,8.38,Giỏi
1213,SV01213,Sinh viên 1213,7.5,8.3,6.7,2.2,4.32,Yếu
1214,SV01214,Sinh viên 1214,7.5,4.6,3.0,3.5,3.99,Yếu
1215,SV01215,Sinh viên 1215,6.9,8.3,7.3,5.9,6.57,Khá
1216,SV01216,Sinh viên 1216,5.2,9.4,4.8,6.7,6.67,Khá
1217,SV01217,Sinh viên 1217,6.0,6.2,8.2,7.9,7.5,Khá
1218,SV01218,Sinh viên 1218,5.4,4.7,5.8,2.6,3.68,Yếu
1219,SV01219,Sinh viên 1219,5.0,7.9,6.7,9.7,8.51,Giỏi
1220,SV01220,Sinh viên 1220,9.9,9.6,6.2,8.5,8.46,Giỏi
1221,SV01221,Sinh viên 1221,7.8,6.8,3.5,10.0,8.32,Giỏi
1222,SV01222,Sinh viên 1222,7.0,6.5,5.8,5.5,5.84,Trung bình
1223,SV01223,Sinh viên 1223,9.6,7.5,3.2,5.2,5.68,Trung bình
1224,SV01224,Sinh viên 1224,8.3,3.5,5.5,9.9,8.12,Giỏi
1225,SV01225,Sinh viên 1225,9.1,4.4,6.6,9.0,7.96,Khá
1226,SV01226,Sinh viên 1226,5.8,3.5,7.6,7.5,6.74,Khá
1227,SV01227,Sinh viên 1227,9.9,9.4,8.6,7.9,8.43,Giỏi
1228,SV01228,Sinh viên 1228,6.0,3.2,7.7,5.7,5.66,Trung bình
1229,SV01229,Sinh viên 1229,7.1,7.1,8.4,7.3,7.41,Khá
1230,SV01230,Sinh viên 1230,8.0,8.8,8.2,3.7,5.57,Trung bình
1231,SV01231,Sinh viên 1231,7.2,6.5,8.7,6.8,7.08,Khá
1232,SV01232,Sinh viên 1232,7.5,5.6,6.6,2.8,4.26,Yếu
1233,SV01233,Sinh viên 1233,7.4,5.7,9.5,6.2,6.74,Khá
1234,SV01234,Sinh viên 1234,7.4,6.0,7.0,9.3,8.27,Giỏi
1235,SV01235,Sinh viên 1235,6.0,8.2,9.5,6.8,7.33,Khá
1236,SV01236,Sinh viên 1236,5.9,3.9,3.6,4.9,4.66,Yếu
1237,SV01237,Sinh viên 1237,5.9,7.8,4.8,9.6,8.24,Giỏi
1238,SV01238,Sinh viên 1238,9.9,4.3,5.4,8.6,7.6,Khá
1239,SV01239,Sinh viên 1239,6.3,7.1,8.8,4.0,5.41,Trung bình
1240,SV01240,Sinh viên 1240,7.4,9.6,8.2,9.2,8.93,Giỏi
1241,SV01241,Sinh viên 1241,5.8,8.4,5.0,3.0,4.39,Yếu
1242,SV01242,Sinh viên 1242,6.7,9.9,9.6,3.9,5.93,Trung bình
1243,SV01243,Sinh viên 1243,9.9,4.4,9.7,8.3,8.09,Giỏi
1244,SV01244,Sinh viên 1244,8.5,7.0,5.9,6.8,6.87,Khá
1245,SV01245,Sinh viên 1245,5.1,9.6,3.7,5.2,5.62,Trung bình
1246,SV01246,Sinh viên 1246,7.0,3.1,6.9,3.3,4.18,Yếu
1247,SV01247,Sinh viên 1247,6.9,9.2,4.1,5.7,6.1,Trung bình
1248,SV01248,Sinh viên 1248,9.0,9.3,8.5,5.9,7.11,Khá
1249,SV01249,Sinh viên 1249,9.1,8.7,5.0,8.9,8.3,Giỏi
1250,SV01250,Sinh viên 1250,9.5,6.1,8.6,7.1,7.41,Khá
1251,SV01251,Sinh viên 1251,9.8,9.4,5.3,5.0,6.18,Trung bình
1252,SV01252,Sinh viên 1252,6.7,5.1,5.4,9.6,8.0,Giỏi
1253,SV01253,Sinh viên 1253,6.9,6.5,6.1,7.3,6.96,Khá
1254,SV01254,Sinh viên 1254,9.3,3.6,7.2,5.2,5.67,Trung bình
1255,SV01255,Sinh viên 1255,6.1,5.9,6.2,5.4,5.67,Trung bình
1256,SV01256,Sinh viên 1256,8.0,3.7,9.2,5.0,5.73,Trung bình
1257,SV01257,Sinh viên 1257,8.4,6.7,6.2,9.6,8.54,Giỏi
1258,SV01258,Sinh viên 1258,9.6,8.9,7.5,8.5,8.52,Giỏi
1259,SV01259,Sinh viên 1259,8.9,5.6,8.8,3.9,5.39,Trung bình
1260,SV01260,Sinh viên 1260,8.8,9.6,3.2,7.9,7.54,Khá
1261,SV01261,Sinh viên 1261,7.6,9.2,6.7,6.3,6.92,Khá
1262,SV01262,Sinh viên 1262,7.3,8.4,5.5,4.1,5.27,Trung bình
1263,SV01263,Sinh viên 1263,9.9,9.8,5.2,4.5,5.94,Trung bình
1264,SV01264,Sinh viên 1264,9.6,9.0,7.8,7.2,7.8,Khá
1265,SV01265,Sinh viên 1265,5.4,6.6,6.3,7.0,6.67,Khá
1266,SV01266,Sinh viên 1266,8.5,9.5,4.0,7.0,7.08,Khá
1267,SV01267,Sinh viên 1267,5.7,9.3,7.3,7.4,7.5,Khá
1268,SV01268,Sinh viên 1268,6.9,5.5,6.6,7.1,6.76,Khá
1269,SV01269,Sinh viên 1269,6.0,6.6,8.4,6.2,6.57,Khá
1270,SV01270,Sinh viên 1270,6.0,4.6,9.0,7.1,6.9,Khá
1271,SV01271,Sinh viên 1271,8.1,6.7,9.8,7.8,7.96,Khá
1272,SV01272,Sinh viên 1272,5.9,5.1,5.1,5.6,5.48,Trung bình
1273,SV01273,Sinh viên 1273,6.3,3.9,9.1,9.3,8.16,Giỏi
1274,SV01274,Sinh viên 1274,7.4,7.9,9.4,7.0,7.54,Khá
1275,SV01275,Sinh viên 1275,7.8,3.9,5.8,5.7,5.65,Trung bình
1276,SV01276,Sinh viên 1276,7.4,9.6,5.4,3.1,4.85,Yếu
1277,SV01277,Sinh viên 1277,6.2,9.4,3.4,8.0,7.34,Khá
1278,SV01278,Sinh viên 1278,7.5,3.1,6.0,8.1,6.97,Khá
1279,SV01279,Sinh viên 1279,9.6,8.4,6.9,9.9,9.2,Giỏi
1280,SV01280,Sinh viên 1280,5.4,3.6,6.2,2.3,3.39,Yếu
1281,SV01281,Sinh viên 1281,9.6,3.7,7.5,5.4,5.88,Trung bình
1282,SV01282,Sinh viên 1282,8.3,6.5,8.3,3.8,5.33,Trung bình
1283,SV01283,Sinh viên 1283,6.7,8.7,5.3,2.0,3.97,Yếu
1284,SV01284,Sinh viên 1284,5.1,5.1,9.1,2.5,4.14,Yếu
1285,SV01285,Sinh viên 1285,9.3,5.0,7.4,6.0,6.39,Trung bình
1286,SV01286,Sinh viên 1286,9.2,4.6,7.7,4.4,5.4,Trung bình
1287,SV01287,Sinh viên 1287,7.4,8.7,7.7,4.0,5.6,Trung bình
1288,SV01288,Sinh viên 1288,7.2,6.3,5.1,6.7,6.45,Trung bình
1289,SV01289,Sinh viên 1289,8.1,4.8,6.8,5.7,5.97,Trung bình
1290,SV01290,Sinh viên 1290,7.7,6.8,4.2,7.9,7.16,Khá
1291,SV01291,Sinh viên 1291,6.4,9.3,7.8,9.7,9.02,Giỏi
1292,SV01292,Sinh viên 1292,5.0,8.5,5.8,5.0,5.64,Trung bình
1293,SV01293,Sinh viên 1293,6.0,4.7,6.3,3.1,4.11,Yếu
1294,SV01294,Sinh viên 1294,6.6,6.9,5.0,4.1,4.9,Yếu
1295,SV01295,Sinh viên 1295,6.2,9.6,8.1,7.4,7.71,Khá
1296,SV01296,Sinh viên 1296,5.8,4.8,5.6,6.8,6.22,Trung bình
1297,SV01297,Sinh viên 1297,7.4,4.3,5.6,6.9,6.36,Trung bình
1298,SV01298,Sinh viên 1298,8.5,3.6,3.4,8.8,7.18,Khá
1299,SV01299,Sinh viên 1299,8.7,7.7,6.7,2.1,4.29,Yếu
1300,SV01300,Sinh viên 1300,8.1,8.5,6.0,3.0,4.79,Yếu
1301,SV01301,Sinh viên 1301,7.6,6.2,9.5,8.6,8.27,Giỏi
1302,SV01302,Sinh viên 1302,9.5,4.5,8.4,7.3,7.27,Khá
1303,SV01303,Sinh viên 1303,6.2,9.8,8.1,3.1,5.16,Trung bình
1304,SV01304,Sinh viên 1304,5.3,6.6,5.1,3.8,4.56,Yếu
1305,SV01305,Sinh viên 1305,6.2,7.6,8.6,2.3,4.43,Yếu
1306,SV01306,Sinh viên 1306,6.1,9.3,8.3,8.6,8.41,Giỏi
1307,SV01307,Sinh viên 1307,8.8,3.3,3.2,3.2,3.77,Yếu
1308,SV01308,Sinh viên 1308,7.9,7.1,6.1,5.5,6.07,Trung bình
1309,SV01309,Sinh viên 1309,5.1,9.4,4.4,9.3,8.16,Giỏi
1310,SV01310,Sinh viên 1310,5.5,7.6,5.5,6.5,6.41,Trung bình
1311,SV01311,Sinh viên 1311,6.2,8.6,8.3,4.6,5.91,Trung bình
1312,SV01312,Sinh viên 1312,7.7,6.5,7.2,5.0,5.82,Trung bình
1313,SV01313,Sinh viên 1313,7.9,4.4,8.8,3.3,4.75,Yếu
1314,SV01314,Sinh viên 1314,8.5,3.6,3.3,9.0,7.28,Khá
1315,SV01315,Sinh viên 1315,9.5,4.3,6.9,3.9,4.97,Yếu
1316,SV01316,Sinh viên 1316,8.3,3.2,4.5,7.4,6.43,Trung bình
1317,SV01317,Sinh viên 1317,8.8,6.3,5.8,7.1,6.96,Khá
1318,SV01318,Sinh viên 1318,9.7,6.0,8.2,5.4,6.34,Trung bình
1319,SV01319,Sinh viên 1319,9.9,4.6,3.7,8.8,7.52,Khá
1320,SV01320,Sinh viên 1320,8.0,7.0,6.3,5.8,6.28,Trung bình
1321,SV01321,Sinh viên 1321,5.2,10.0,5.3,8.0,7.62,Khá
1322,SV01322,Sinh viên 1322,6.5,4.4,5.8,2.5,3.68,Yếu
1323,SV01323,Sinh viên 1323,8.3,9.0,6.4,2.5,4.64,Yếu
1324,SV01324,Sinh viên 1324,5.3,7.4,3.6,9.2,7.7,Khá
1325,SV01325,Sinh viên 1325,8.4,3.8,5.2,5.4,5.43,Trung bình
1326,SV01326,Sinh viên 1326,9.5,8.0,8.7,4.7,6.28,Trung bình
1327,SV01327,Sinh viên 1327,5.6,4.7,3.4,9.9,7.71,Khá
1328,SV01328,Sinh viên 1328,9.2,6.0,5.1,5.2,5.71,Trung bình
1329,SV01329,Sinh viên 1329,7.1,8.4,4.8,6.5,6.59,Khá
1330,SV01330,Sinh viên 1330,9.6,6.1,8.8,5.3,6.38,Trung bình
1331,SV01331,Sinh viên 1331,5.7,3.9,4.6,8.5,6.94,Khá
1332,SV01332,Sinh viên 1332,9.7,3.8,5.3,7.1,6.59,Khá
1333,SV01333,Sinh viên 1333,8.1,4.2,3.9,2.2,3.34,Yếu
1334,SV01334,Sinh viên 1334,8.5,5.5,3.6,6.1,5.88,Trung bình
1335,SV01335,Sinh viên 1335,7.2,9.4,4.2,7.8,7.44,Khá
1336,SV01336,Sinh viên 1336,9.4,5.5,4.0,6.4,6.21,Trung bình
1337,SV01337,Sinh viên 1337,9.5,9.0,5.3,9.8,8.97,Giỏi
1338,SV01338,Sinh viên 1338,9.0,5.1,7.1,2.9,4.47,Yếu
1339,SV01339,Sinh viên 1339,6.5,7.3,4.2,7.9,7.12,Khá
1340,SV01340,Sinh viên 1340,7.7,4.2,7.2,8.1,7.34,Khá
1341,SV01341,Sinh viên 1341,5.1,9.8,5.6,6.4,6.66,Khá
1342,SV01342,Sinh viên 1342,9.4,4.5,3.3,8.6,7.27,Khá
1343,SV01343,Sinh viên 1343,8.5,9.8,4.8,3.6,5.2,Trung bình
1344,SV01344,Sinh viên 1344,8.2,9.2,7.7,6.2,7.07,Khá
1345,SV01345,Sinh viên 1345,7.2,3.6,8.6,6.1,6.21,Trung bình
1346,SV01346,Sinh viên 1346,5.8,5.3,8.9,5.8,6.19,Trung bình
1347,SV01347,Sinh viên 1347,5.4,4.8,3.1,7.5,6.22,Trung bình
1348,SV01348,Sinh viên 1348,5.4,9.7,8.6,3.9,5.62,Trung bình
1349,SV01349,Sinh viên 1349,5.6,7.2,7.3,8.1,7.59,Khá
1350,SV01350,Sinh viên 1350,8.2,8.4,5.9,4.1,5.42,Trung bình
1351,SV01351,Sinh viên 1351,5.6,6.9,8.5,6.8,6.95,Khá
1352,SV01352,Sinh viên 1352,5.5,5.6,6.0,7.2,6.61,Khá
1353,SV01353,Sinh viên 1353,6.7,7.4,8.1,4.6,5.75,Trung bình
1354,SV01354,Sinh viên 1354,7.9,6.3,8.3,9.9,8.92,Giỏi
1355,SV01355,Sinh viên 1355,6.1,6.2,5.3,6.8,6.42,Trung bình
1356,SV01356,Sinh viên 1356,7.2,4.6,6.0,4.2,4.83,Yếu
1357,SV01357,Sinh viên 1357,5.4,3.8,4.3,10.0,7.75,Khá
1358,SV01358,Sinh viên 1358,5.4,5.3,4.1,8.6,7.11,Khá
1359,SV01359,Sinh viên 1359,9.7,5.9,3.4,8.9,7.71,Khá
1360,SV01360,Sinh viên 1360,6.2,6.8,7.0,9.2,8.21,Giỏi
1361,SV01361,Sinh viên 1361,6.3,5.9,4.1,5.8,5.61,Trung bình
1362,SV01362,Sinh viên 1362,6.7,5.8,3.3,7.4,6.48,Trung bình
1363,SV01363,Sinh viên 1363,9.2,6.5,5.5,9.4,8.36,Giỏi
1364,SV01364,Sinh viên 1364,8.6,9.7,7.2,4.9,6.33,Trung bình
1365,SV01365,Sinh viên 1365,6.6,9.9,7.4,9.5,8.96,Giỏi
1366,SV01366,Sinh viên 1366,8.8,3.2,4.7,7.7,6.69,Khá
1367,SV01367,Sinh viên 1367,7.1,4.4,7.8,6.7,6.56,Khá
1368,SV01368,Sinh viên 1368,6.3,5.4,5.0,9.3,7.77,Khá
1369,SV01369,Sinh viên 1369,5.9,4.5,3.3,2.9,3.5,Yếu
1370,SV01370,Sinh viên 1370,8.9,5.3,7.1,7.1,7.01,Khá
1371,SV01371,Sinh viên 1371,8.9,7.7,3.1,8.6,7.67,Khá
1372,SV01372,Sinh viên 1372,5.3,9.9,7.2,9.5,8.79,Giỏi
1373,SV01373,Sinh viên 1373,8.2,7.6,4.9,5.9,6.23,Trung bình
1374,SV01374,Sinh viên 1374,8.5,7.5,7.9,4.5,5.86,Trung bình
1375,SV01375,Sinh viên 1375,5.8,7.8,4.7,9.9,8.39,Giỏi
1376,SV01376,Sinh viên 1376,5.4,5.3,3.6,8.4,6.92,Khá
1377,SV01377,Sinh viên 1377,9.9,8.1,7.8,4.4,6.02,Trung bình
1378,SV01378,Sinh viên 1378,9.1,9.6,7.2,3.0,5.23,Trung bình
1379,SV01379,Sinh viên 1379,9.3,5.4,7.6,6.5,6.78,Khá
1380,SV01380,Sinh viên 1380,5.0,4.7,5.5,4.4,4.67,Yếu
1381,SV01381,Sinh viên 1381,5.8,8.9,8.0,5.6,6.47,Trung bình
1382,SV01382,Sinh viên 1382,7.6,4.7,5.2,10.0,8.25,Giỏi
1383,SV01383,Sinh viên 1383,9.3,4.4,9.7,9.4,8.68,Giỏi
1384,SV01384,Sinh viên 1384,7.6,8.3,10.0,3.5,5.61,Trung bình
1385,SV01385,Sinh viên 1385,8.0,7.0,6.4,2.0,4.01,Yếu
1386,SV01386,Sinh viên 1386,7.2,7.6,6.8,7.9,7.62,Khá
1387,SV01387,Sinh viên 1387,9.6,5.1,5.0,5.6,5.83,Trung bình
1388,SV01388,Sinh viên 1388,8.1,8.0,7.2,7.3,7.47,Khá
1389,SV01389,Sinh viên 1389,5.4,9.0,5.8,9.6,8.52,Giỏi
1390,SV01390,Sinh viên 1390,7.2,7.1,6.3,2.0,3.93,Yếu
1391,SV01391,Sinh viên 1391,5.9,4.3,3.1,7.8,6.38,Trung bình
1392,SV01392,Sinh viên 1392,7.5,3.3,6.1,4.2,4.68,Yếu
1393,SV01393,Sinh viên 1393,5.9,3.8,8.5,6.4,6.28,Trung bình
1394,SV01394,Sinh viên 1394,9.9,3.5,6.6,3.2,4.42,Yếu
1395,SV01395,Sinh viên 1395,6.0,9.5,7.1,8.4,8.13,Giỏi
1396,SV01396,Sinh viên 1396,7.5,4.0,7.2,3.5,4.53,Yếu
1397,SV01397,Sinh viên 1397,7.9,6.9,4.2,7.3,6.83,Khá
1398,SV01398,Sinh viên 1398,6.6,8.7,7.4,6.9,7.21,Khá
1399,SV01399,Sinh viên 1399,9.0,3.2,9.0,8.6,7.89,Khá
1400,SV01400,Sinh viên 1400,6.8,9.9,4.9,5.2,6.02,Trung bình
1401,SV01401,Sinh viên 1401,9.6,3.9,3.9,7.7,6.75,Khá
1402,SV01402,Sinh viên 1402,6.4,3.9,7.2,9.8,8.18,Giỏi
1403,SV01403,Sinh viên 1403,6.4,5.8,3.7,7.8,6.75,Khá
1404,SV01404,Sinh viên 1404,6.0,3.9,4.0,5.7,5.21,Trung bình
1405,SV01405,Sinh viên 1405,9.3,9.9,7.1,9.1,8.94,Giỏi
1406,SV01406,Sinh viên 1406,6.5,7.7,9.9,4.8,6.17,Trung bình
1407,SV01407,Sinh viên 1407,7.8,5.7,4.2,9.3,7.85,Khá
1408,SV01408,Sinh viên 1408,6.5,5.7,3.0,5.0,4.96,Yếu
1409,SV01409,Sinh viên 1409,7.2,5.0,4.9,2.1,3.46,Yếu
1410,SV01410,Sinh viên 1410,6.5,6.9,6.0,2.1,3.84,Yếu
1411,SV01411,Sinh viên 1411,5.1,4.4,6.2,9.8,7.98,Khá
1412,SV01412,Sinh viên 1412,8.8,5.0,5.9,7.9,7.26,Khá
1413,SV01413,Sinh viên 1413,8.3,8.8,9.3,6.3,7.33,Khá
1414,SV01414,Sinh viên 1414,8.4,5.4,9.9,9.1,8.59,Giỏi
1415,SV01415,Sinh viên 1415,9.3,3.9,7.2,4.5,5.29,Trung bình
1416,SV01416,Sinh viên 1416,8.9,4.3,4.2,8.8,7.45,Khá
1417,SV01417,Sinh viên 1417,5.1,7.9,3.9,4.4,4.92,Yếu
1418,SV01418,Sinh viên 1418,9.5,7.1,6.5,2.3,4.37,Yếu
1419,SV01419,Sinh viên 1419,9.7,3.8,9.3,7.0,7.13,Khá
1420,SV01420,Sinh viên 1420,8.9,8.5,3.2,6.9,6.79,Khá
1421,SV01421,Sinh viên 1421,7.9,9.2,9.1,7.5,8.04,Giỏi
1422,SV01422,Sinh viên 1422,6.2,6.1,9.5,3.4,5.0,Trung bình
1423,SV01423,Sinh viên 1423,9.1,9.9,9.0,4.8,6.62,Khá
1424,SV01424,Sinh viên 1424,5.5,6.3,6.2,9.9,8.37,Giỏi
1425,SV01425,Sinh viên 1425,7.2,5.3,7.3,10.0,8.61,Giỏi
1426,SV01426,Sinh viên 1426,5.9,7.7,4.4,6.2,6.12,Trung bình
1427,SV01427,Sinh viên 1427,5.8,9.3,6.2,4.3,5.48,Trung bình
1428,SV01428,Sinh viên 1428,8.0,3.4,8.5,6.1,6.24,Trung bình
1429,SV01429,Sinh viên 1429,8.5,5.6,6.7,5.1,5.75,Trung bình
1430,SV01430,Sinh viên 1430,8.0,3.5,8.3,6.6,6.53,Khá
1431,SV01431,Sinh viên 1431,5.8,7.7,3.5,9.5,7.96,Khá
1432,SV01432,Sinh viên 1432,9.8,9.7,4.5,2.4,4.55,Yếu
1433,SV01433,Sinh viên 1433,8.1,3.2,5.7,4.9,5.08,Trung bình
1434,SV01434,Sinh viên 1434,8.8,4.1,7.0,5.0,5.54,Trung bình
1435,SV01435,Sinh viên 1435,8.0,5.4,5.5,7.4,6.88,Khá
1436,SV01436,Sinh viên 1436,7.4,6.8,5.9,6.8,6.72,Khá
1437,SV01437,Sinh viên 1437,8.9,5.3,4.7,5.7,5.81,Trung bình
1438,SV01438,Sinh viên 1438,8.1,4.1,6.7,7.2,6.75,Khá
1439,SV01439,Sinh viên 1439,5.7,6.4,8.7,2.3,4.21,Yếu
1440,SV01440,Sinh viên 1440,8.0,9.2,4.8,3.5,5.0,Trung bình
1441,SV01441,Sinh viên 1441,9.9,9.3,4.5,4.6,5.82,Trung bình
1442,SV01442,Sinh viên 1442,5.1,7.0,7.4,7.2,6.99,Khá
1443,SV01443,Sinh viên 1443,8.3,6.9,3.4,3.4,4.42,Yếu
1444,SV01444,Sinh viên 1444,7.4,9.8,9.7,6.4,7.5,Khá
1445,SV01445,Sinh viên 1445,9.1,4.6,3.4,7.7,6.73,Khá
1446,SV01446,Sinh viên 1446,5.8,8.4,3.8,7.9,7.15,Khá
1447,SV01447,Sinh viên 1447,7.9,9.6,4.2,3.1,4.72,Yếu
1448,SV01448,Sinh viên 1448,7.3,4.3,7.5,4.7,5.32,Trung bình
1449,SV01449,Sinh viên 1449,5.5,9.9,3.6,7.2,6.9,Khá
1450,SV01450,Sinh viên 1450,5.6,8.6,4.0,3.8,4.73,Yếu
1451,SV01451,Sinh viên 1451,5.9,6.3,7.3,4.8,5.51,Trung bình
1452,SV01452,Sinh viên 1452,6.4,3.5,5.3,3.4,4.0,Yếu
1453,SV01453,Sinh viên 1453,7.6,10.0,5.4,3.7,5.29,Trung bình
1454,SV01454,Sinh viên 1454,7.8,8.1,4.3,9.5,8.34,Giỏi
1455,SV01455,Sinh viên 1455,8.4,8.5,4.6,7.3,7.18,Khá
1456,SV01456,Sinh viên 1456,7.1,7.9,6.9,7.7,7.55,Khá
1457,SV01457,Sinh viên 1457,8.4,4.5,8.6,3.4,4.84,Yếu
1458,SV01458,Sinh viên 1458,8.8,7.6,5.4,6.8,6.91,Khá
1459,SV01459,Sinh viên 1459,9.5,7.3,4.5,6.4,6.56,Khá
1460,SV01460,Sinh viên 1460,7.7,9.1,6.7,5.2,6.26,Trung bình
1461,SV01461,Sinh viên 1461,5.7,9.0,5.7,8.4,7.81,Khá
1462,SV01462,Sinh viên 1462,7.5,9.6,5.1,5.1,6.01,Trung bình
1463,SV01463,Sinh viên 1463,5.0,3.4,9.3,6.2,6.12,Trung bình
1464,SV01464,Sinh viên 1464,10.0,8.5,4.3,4.5,5.62,Trung bình
1465,SV01465,Sinh viên 1465,7.3,6.2,3.6,4.5,4.9,Yếu
1466,SV01466,Sinh viên 1466,5.1,9.9,3.4,8.5,7.6,Khá
1467,SV01467,Sinh viên 1467,5.1,7.2,9.1,6.4,6.79,Khá
1468,SV01468,Sinh viên 1468,9.9,9.7,8.0,4.2,6.17,Trung bình
1469,SV01469,Sinh viên 1469,8.2,9.3,6.2,4.6,5.9,Trung bình
1470,SV01470,Sinh viên 1470,10.0,8.2,6.6,2.6,4.78,Yếu
1471,SV01471,Sinh viên 1471,6.9,5.5,7.3,10.0,8.61,Giỏi
1472,SV01472,Sinh viên 1472,6.8,4.1,6.2,9.9,8.17,Giỏi
1473,SV01473,Sinh viên 1473,6.1,8.9,3.4,2.0,3.66,Yếu
1474,SV01474,Sinh viên 1474,9.5,3.3,8.1,2.0,3.86,Yếu
1475,SV01475,Sinh viên 1475,9.8,7.7,7.5,9.2,8.78,Giỏi
1476,SV01476,Sinh viên 1476,9.6,3.3,10.0,8.1,7.81,Khá
